principal_component_1,principal_component_2,cluster
-1.483877448142678,-0.35251191269244514,1
-1.017159837150399,-0.7363027226316007,1
-0.6319141274524547,2.9790493855443807,0
2.4627890594237374,-0.08932175643028736,2
-1.3022832776055584,0.9935949149496172,1
0.6558462861847509,0.16389702242042858,2
-1.6968011923313875,-0.01918645959612989,1
0.5150777470076515,-1.1711137109047987,1
-1.0480671275918274,-0.681241341050256,1
0.402105331168527,0.9514415600015722,0
0.655584902065947,-1.16766024701038,2
-0.039898695136063665,1.8687200557383765,0
-0.4614287093067339,1.8584600939050473,0
-1.213258496267458,-0.6370095402108069,1
-0.9724963927588932,-0.19159365299361755,1
-0.3444002661240734,-0.8213533506470164,1
-0.06294712075121497,0.5282365165184568,1
-1.338957235948591,-1.1147218572721076,1
-0.9316699092532335,-0.46980463034725445,1
-1.5500826706974553,-0.9497350024554748,1
-1.2029330409646886,1.5517310150225212,0
-0.12359426103182647,3.201759489514536,0
-0.14896015155160042,-0.7538017602390636,2
-0.784887916033288,-1.1108090145839067,1
-1.3310610758220862,-0.7098728905561162,1
0.9131491780273084,1.1710718240273073,0
0.402725032850401,-0.9176067113606462,1
0.8653023607277852,1.6193812702290418,0
-0.33336083519675613,-1.0982591893465397,1
-1.346379944979545,-0.7469385289758006,1
-0.9506275445103488,-0.349854902374696,1
-0.6505059993676613,-0.9354070741922703,1
-0.3170973596014313,-1.3097627691185292,1
-2.045838543141928,-0.7695815966550834,1
-0.4884519691518893,0.7793764734331554,0
-1.1088350226156771,-0.2696452710203949,1
-0.4366459219686377,2.1376235063647733,0
-1.0025994137412775,-0.3005566631559748,1
-0.4188383723645423,1.884051449432615,0
2.1727369164614423,-0.09251660416154775,2
-0.3485699474586155,-0.7069603363388256,1
-0.896171074644813,-0.6127485562030726,1
-0.08154040576176971,-0.9895339687650789,1
-0.38925878871603636,1.8827645231012853,0
0.7825990882529157,0.7005233755408722,2
-0.4814093371061692,2.696966358077599,0
-1.3283173537540223,-0.4032982144923292,1
-0.6984500490710883,-1.0621735788258186,1
-1.527106710781201,-0.331361821459171,1
2.8972045145092373,-0.32910814906543373,2
0.5934144943013984,-1.2821525135679057,1
2.1436429852483463,-0.09565152738007014,2
0.20623345936670873,2.877148321642575,0
-0.42714565722025893,1.35418305780817,0
-0.8799882776317385,-1.1723451329070023,1
-0.02696304886063782,-1.3445499791617517,1
-0.11020850130191721,-1.1600326401858243,1
-0.4481900725597058,-0.8863447049941848,1
0.5027794349070164,2.825129279526282,0
-0.5290071615130284,-0.7200056222615484,1
0.06796303146400592,2.3409236280398016,0
-0.2098264907527465,-1.1005417557987727,1
0.8563610902400146,-0.8292610852445315,2
0.9580373167682079,2.20538258167785,0
-0.11959233994276429,0.8566311263916581,0
1.152041042991937,0.3607692664181127,2
2.198137969192868,-0.34797776563192523,2
-0.924166618050346,0.6014287274279622,1
1.0057152277001806,2.9240813019002383,0
0.3232424782535051,-1.235191993271436,1
-1.0649461749389098,-0.29791495351805325,1
0.2282057286793974,-0.7673584337771853,1
-0.33453778244005833,-0.6638088083473461,1
0.7070826481689056,-0.5666826476972336,1
-0.3582569774015346,-0.24784774082225935,1
-1.187055054910136,2.3983318879019695,0
-1.539489001082545,-0.2811443826071826,1
0.11173940189434331,2.383263318756122,0
0.6651124970532187,1.9321810094503657,0
-1.5860916666558442,-0.4187592687024243,1
0.0786439745980224,-0.9433403392788217,1
-0.934778988729015,-0.49585261835468236,1
-0.6375881049453566,-0.6416241519629521,1
1.6124650536860456,-0.41347991426213226,2
-1.0912582550237517,1.9312308720964426,0
-1.4943751293051533,0.08979799696994079,1
-1.4216057376879097,-0.5477353861335836,1
-0.5302393212695953,-0.6869269402989737,1
-1.5414841374866866,-0.6642710554993547,1
-0.1536227713402277,1.044063256418341,0
-0.35828840003963636,3.2406060877658693,0
0.026067453816792166,-0.24936527155266908,1
2.191834000985012,0.007075342304540306,2
1.63137897749191,0.07528154073738386,2
-0.2954170791908256,-0.7223756312956701,1
0.6571506143922107,1.391737013097914,0
